fa_0000|۱۴ م ژوئن است.
fa_2303|یاد بگیرید ، اجرا کنید ، ور بروید ، کدهایش را بخوانید و تغییرشان دهید .
fa_2304|یادداشت‌های مشهور امروز که بعدها بسیار مفید وافع شد مثل کومی باید باشیم
fa_2305|یاد گرفتن از بسیاری از کشورهای در حال توسعه که خیلی سریع حرکت کرده‌اند
fa_2306|این مورد زنگ خطر را برای من به صدا درآورد ، چون حرفه من حمایت از حقوق مصرف کنندگان است
fa_2307|یا شاید جمله نسبتا جدید است .
fa_2308|این موش دو روزه توی این بی صاحب شدس .
fa_2309|این موضوع به خود من هم حس قدرت می‌داد
fa_2310|یا کسی که فلان نافرهیخته درباره‌اش بدگویی می‌کند
fa_2311|خوب ، اینم قهوه خونست
fa_2312|این نوشیدنی سرد نیست .
fa_2313|اینها اهداف امیدوارکننده تحول جهانی برای موفقیت فراگیر بشری در سیستم زمین پایدار هستند
fa_2314|ما یک گذرنامه مشترک داریم .
fa_2315|خوب ، حالا به افتخار تمام کاشفای کوچولو
fa_2316|مایک هم برا شام میاد ؟
fa_2317|‏یعنی شخصیت مثبت ما از شخصیت منفی والت دیزنی ، ترسناک‌تر بود
fa_2318|این هدف فوری است ، لازم است و بلندپروازانه است
fa_2319|مایه مدت پیش رفتیم یه خونه دیدیم که خیلی خوب بود ، پنجره بزرگ ، هال بزرگ ، دلباز ، همونی که دوست داشتم
fa_2320|خوب ، دربارش فکر کردی ؟
fa_2321|این همان شیوه‌ای است که پلیس ، هنگامی که کارش را درست انجام می‌دهد بکار می‌برد
fa_2322|این واقعیت که شما به مردن می‌خندید شگفت‌آور است
fa_2323|این واقعیت که یک بدبختی بزرگ بر سرمان نمی‌آید
fa_2324|خوب قرارت چطور پیش رفت
fa_2325|این وضعیت را باید به عنوان زنگ خطر بیدارباش تصور کنیم
fa_2326|این یک تراژدی است
fa_2327|یک بازی ورق می‌خواهی ؟
fa_2328|این یک فاخته است .
fa_2329|متاسفم از قبل برنامه ریزی کرده‌ام .
fa_2330|این یک فیلم مستند است .
fa_2331|خوب یادگاریه ، دختره خواسته فیلم جهازی که باباش کلی هزینه کرده و بهش داده رو نگه داره
fa_2332|ای وای ، مترجمت خراب شده
fa_2333|خودت پلکامو میبندی ، و این قصه تموم میشه
fa_2334|با آبجوی میمون درخشان
fa_2335|خودت می‌خوای نصب کنی ؟
fa_2336|با آغاز از زمان مشخص‌شده برای شروع همایش
fa_2337|یک پای ثابت در بیمارستان‌های سراسر جهان
fa_2338|با آنکه کار‌های مهم‌تری بود ، بیشتر چیز‌هایی که رخ می‌داد رفتارها و الگو‌های کم‌اهمیتی بودند
fa_2339|متخصص شبکه است ؟
fa_2340|متعجب به جون مادرم اومدم آب بخورم .
fa_2341|کیک کدومه ؟
fa_2342|خودرو در نگاه اول یک داده نیست
fa_2343|یک جعبه پودر صورت به من بدهید ، لطفا .
fa_2344|یک چای ، لطفا .
fa_2345|یک خدمت مبتنی بر نرم‌افزار آزاد
fa_2346|متوقف شد
fa_2347|با این تصمیم کاغذ و قلم به دست گرفتم ، روی تختخواب زندان نشستم
fa_2348|مثال‌ها از واقعیت انتخاب شده‌اند
fa_2349|با این وجود هیچ‌گاه دوست ندارم که به من درس بدهند
fa_2350|بابا الان جاده‌ها شلوغن ولش کن .
fa_2351|خوراک زبان
fa_2352|مثلا در دسترس بودن می‌تواند با نقض بی‌طرفی شبکه آسیب ببیند
fa_2353|یک ریمیل ضد آب ، لطفا .
fa_2354|بابا نمی‌تونم برقصم مگه کری
fa_2355|مثل اون فیلم ، زنگ بزنم به یه قاتل بیاد منو بکشه
fa_2356|خوشبختانه ایران هنوز جزو این جاها نیست .
fa_2357|یک سفارش دیگر برنج ، لطفا .
fa_2358|یک فر نرم ، لطفا .
fa_2359|با تعهد و صمیمیت و
fa_2360|یک فیلم موزیکال .
fa_2361|یک قصه تاریخی که به زبان‌های مختلف راه پیدا می‌کند
fa_2362|یک قهوه می‌خواستم .
fa_2363|مثل مرگ و روز قیامت
fa_2364|با تو موافقم .
fa_2365|مجالس بحث و انتقاد پیش می‌آمد و با این‌که با آن‌ها تناسب فکری نداشتم ، خیلی چیزها ازشان یاد گرفتم
fa_2366|مجموعه‌ای نرم‌افزاری از کرنل و هرچه مستقیما با کرنل کار می‌کند
fa_2367|با چیزی که به ندرت دیده‌اند : یک معلم مدرسه
fa_2368|محبوب‌ترین پارکینگ
fa_2369|با حقوقهاى آنچنانى ، حقوقى که براحتى از جیب مصرف کننده ایرانى
fa_2370|محفل درس استادان
fa_2371|محققان کشف کردند که سیترات سدیم
fa_2372|"محقق گفت ، "" تو مشکلت چیه ؟"
fa_2373|خیر نبینی پروانه با اون زبونت
fa_2374|یکی از این افسران جوان که در ۱۹۷۵ به استخدام کا‌گ‌ب درآمده بود ولادیمیر پوتین بود
fa_2375|با دستش لباس‌هایش را پاک می‌کند حلقه‌اش از انگشتش درمی‌آید
fa_2376|یکی از گران‌ترین مدارس غیرانتفاعی تهران هست
fa_2377|‏یکی از مفید‌ترین کانال‌های تلگرام که توش عضوم
fa_2378|خیلی خوب است که رویکردت به مدیریت ، خلق چشم‌اندازی قانع‌کننده است که برای ما ستاره شمال است
fa_2379|خیلی خوب اما باید عجله کنیم
fa_2380|باران متوقف شد .
fa_2381|یکی این که حس خوبی بهم میده ، دومیشم که بماند
fa_2382|باشرف و عزتم توشون کم نیست .
fa_2383|با رسواییهای اخیر مردان مشهور ، همانطور که یکی پس از دیگری افشا می‌شد
fa_2384|مدت زمان انقضای حق تکثیر در کشورها و حوزه‌های قانونی مختلف متفاوت است
fa_2385|مدت زمانی برای پرسش و پاسخ مربوط به آن ارائه برایش مشخص می‌شود
fa_2386|خیلی درس میخوندم شب و روزم شد بود درس روز کنکوراز راه رسید
fa_2387|یکی می‌گفت اگه با یه عکس تو مجازی عاشق شدی دلستر نخور مست میشی
fa_2388|بازار قیصریه
fa_2389|بازدید گالری تصاویر چقدر طول می‌کشد ؟
fa_2390|خیلی سعی کردن تصادف نشه اماجاذبه شون منوکشت
fa_2391|خیلی شلوغ بود ، ماشینو تو یکی از کوچه‌ها پارک کردیم و رفتیم شیرینی فروشی
fa_2392|مدیرعاملان و تیمهای رهبری هستند که در آن صنعت کار می‌کنند
fa_2393|باز هم سهم ما از فوتبال تو تمام این سالها گرفتن بلیت براى دوستامون بوده
fa_2394|مدیریت حقوق دیجیتالی ، نام عمل تحمیل محدودیت‌های فنی است
fa_2395|مدیریت حقوق دیجیتالی ، نام عمل تحمیل محدودیت‌های فنی است .
fa_2396|بازی تموم شد و همچنان به صعود امیدواریم
fa_2397|مرا از دروغ گفتن حفظ کن و مرا نه تهیدست بگردان و نه ثروتمند
fa_2398|بازیگران هالیوود در حال ترویج فساد اخلاقی هستند
fa_2399|یه چند دفعه‌ای که نگاه انداختم تو حیاطشون یه سایه‌ای بود پشت پنجرشون
fa_2400|باشه ، اولا ، نفس بکش
fa_2401|یه خیار‌شور توی ساندویچمه
fa_2402|داده‌ها را می‌توان در بی نهایت نسخه کپی کرد
fa_2403|مردای دوره ما اقا بودن ، نه حیونای باغ وحش .
fa_2404|داده‌های انحصاری در اختیار یک نفر هستند
fa_2405|مردم از برنج تخمیر شده ، ارزن ، انگور و عسل مشروبات الکلی می‌ساختند
fa_2406|با شیر مادر و بهای بزرگ یک بچه تا موقعی که مستقل شود
fa_2407|مردم فرومایه از اشتباهات و لغزش‌های اشخاص بزرگ لذت فراوان می‌برند
fa_2408|‏مردم هر کشور واسه صبحونه چى میخورن
fa_2409|مردهایش با دستور قورمه‌سبزى و ته‌دیگ ماکارونى بیگانه باشند
fa_2410|مردی ۴۰ ساله هستم که در نوشتن و غذا خوردن مشکل دارم
fa_2411|باغچه رو صبح آب ندادی
fa_2412|باغ فین
fa_2413|یه مادرشوهردارم : اگه از دستش ناراحت باشم خیلی راحت میتونم بهش بگم ، خیلی راحت میتونم باهاش بحث کنم
fa_2414|مرگ از رگ گردن به شما نزدیک تره ، هیستوری مرورگراتونو پاک کنین
fa_2415|داستانهایی که امروز به شما گفته‌ام نمونه‌های تصادفی نیستند
fa_2416|با قلدری و آزار از طرف دیگران روبه رو هستند
fa_2417|یه نفری میخای حرف بزنی
fa_2418|با کچاپ یا مایونز ؟
fa_2419|یه وقتایی دنبال چیزی می‌گردی و نمی‌دونی کجاس
fa_2420|مسئولین ژاپن به دلیل گل نزدن از مردم ایران عذرخواهی کردن
fa_2421|مسابقات لیگ قهرمانان اروپا
fa_2422|با گریه بی انصاف چطور دلت میاد ؟
fa_2423|یونسکو در نامه‌ای به خالق وب ، این ایده را بسیار بد خوانده
fa_2424|دانشجو هستی ؟
fa_2425|بالاخره یه روز صبح چشامو باز میکنم و از بیدار شدنم لذت میبرم
fa_2426|مسجد تبریزی‌ها
fa_2427|مسجد شیخ لطف‌الله
fa_2428|دختر اگه اهل زندگی باشه با پاکت سیمان واسه خودش لباس عروس میدوزه
fa_2429|مسلما اونکارو می‌کنیم
fa_2430|مسیریابی مجدد
fa_2431|مشغله فراوان مانع از نوشتن در این خصوص شد
fa_2432|در آواهای مشترک جمله‌های غلط را نخوانید
